timestamp,angle,correct
1750981381.5484917,64.19,0
1750981381.6432495,64.24,0
1750981381.8066432,62.89,0
1750981381.902125,63.87,0
1750981382.0088198,64.75,0
1750981382.1058345,64.78,0
1750981382.302128,69.20,0
1750981382.4045486,70.37,0
1750981382.505947,70.27,0
1750981382.643583,69.23,0
1750981382.7461782,69.09,0
1750981382.8348436,67.69,0
1750981382.9295964,61.19,0
1750981383.0767052,71.85,0
1750981383.179536,133.13,0
1750981383.2866802,151.22,0
1750981383.3853667,154.11,0
1750981383.492351,158.64,0
1750981383.5938041,159.35,0
1750981383.6867032,158.38,0
1750981383.7776635,165.08,0
1750981383.8697577,161.04,0
1750981383.962878,161.43,0
1750981384.1356366,159.83,0
1750981384.2330334,108.75,0
1750981384.3245175,65.12,0
1750981384.4252715,136.50,0
1750981384.5344841,152.23,0
1750981384.6299863,133.51,0
1750981384.7274857,144.17,0
1750981384.8259487,125.40,0
1750981384.9365377,112.99,0
1750981385.028555,113.74,0
1750981385.1287212,108.78,0
1750981385.2262213,110.87,0
1750981385.3133848,105.67,0
1750981385.4069633,96.28,0
1750981385.510244,97.11,0
1750981385.6144814,94.72,0
1750981385.721557,90.01,0
1750981385.818455,89.80,0
1750981385.9110239,89.99,0
1750981386.0069907,100.64,0
1750981386.101136,119.31,0
1750981386.2193134,126.81,0
1750981386.3159676,128.58,0
1750981386.4167008,123.46,0
1750981386.5177562,99.30,0
1750981386.6414528,81.15,0
1750981386.736252,66.64,0
1750981386.8323555,66.88,0
1750981386.9327137,79.29,0
1750981387.0629025,93.64,0
1750981387.1605842,136.09,0
1750981387.2567227,144.84,0
1750981387.3581383,143.89,0
1750981387.4489958,153.17,0
1750981387.5530782,158.44,0
1750981387.661389,155.89,0
1750981387.781842,154.78,0
1750981387.8980596,158.49,0
1750981387.9943836,163.31,0
1750981388.0948296,149.06,0
1750981388.1982713,141.20,0
1750981388.2980833,138.34,0
1750981388.4023101,108.92,0
1750981388.5029242,76.87,0
1750981388.5926964,66.61,0
1750981388.6943955,63.81,0
1750981388.7836647,60.27,0
1750981388.8779619,56.40,0
1750981388.9748886,55.85,0
1750981389.0747664,54.80,0
1750981389.1758769,55.63,0
1750981389.26976,59.32,0
1750981389.3593435,68.91,0
1750981389.4530075,72.96,0
1750981389.5586534,146.34,0
1750981389.665323,177.93,0
1750981389.7826524,169.65,0
1750981389.8861125,162.60,0
1750981389.9886158,171.25,0
1750981390.093518,161.70,0
1750981390.2000375,168.02,0
1750981390.299564,173.68,0
1750981390.3928866,161.95,0
1750981390.4961896,168.17,0
1750981390.5981658,151.67,0
1750981390.6972458,163.86,0
1750981390.7737732,165.15,0
1750981390.8451822,160.55,0
1750981390.9228673,154.61,0
1750981391.012516,155.61,0
1750981391.1024804,134.34,0
1750981391.1894786,85.34,0
1750981391.2802145,81.11,0
1750981391.3648505,60.07,0
1750981391.4884562,136.06,0
1750981391.609152,149.58,0
1750981391.699443,149.55,0
1750981391.7858298,148.61,0
1750981391.879166,147.60,0
1750981391.972057,146.12,0
1750981392.068001,147.00,0
1750981392.1519704,146.72,0
1750981392.2415829,148.76,0
1750981392.3279395,146.76,0
1750981392.4130688,147.86,0
1750981392.5043519,149.71,0
1750981392.5937054,147.87,0
1750981392.6715977,147.41,0
1750981392.758818,149.48,0
1750981392.852916,150.17,0
1750981392.9423308,149.10,0
1750981393.0203786,148.52,0
1750981393.1067557,147.86,0
1750981393.1846564,147.62,0
1750981393.2692993,147.78,0
1750981393.3658235,149.44,0
1750981393.4598708,149.52,0
1750981393.5422833,150.08,0
1750981393.6426656,150.36,0
1750981393.7321677,147.38,0
1750981393.8233156,148.00,0
1750981393.9147806,146.82,0
1750981394.0057092,145.93,0
1750981394.0887818,143.51,0
1750981394.1791017,145.47,0
1750981394.265227,146.32,0
1750981394.364906,146.65,0
1750981394.4560578,148.05,0
1750981394.550212,146.91,0
1750981394.6275814,175.23,0
1750981394.719012,132.19,0
1750981394.80574,134.48,0
1750981394.9019904,111.33,0
1750981394.9980118,134.71,0
1750981395.0758405,122.63,0
1750981395.1580746,102.01,0
1750981395.2417338,113.45,0
1750981395.3456848,110.57,0
1750981395.4445946,126.53,0
1750981395.5433552,127.37,0
1750981395.6417496,139.38,0
1750981395.7385526,107.60,0
1750981395.842092,102.51,0
1750981395.9432566,90.69,0
1750981396.049217,91.32,0
1750981396.1529953,82.58,0
1750981396.2518623,83.12,0
1750981396.3567402,83.17,0
1750981396.4533434,83.17,0
1750981396.5499573,80.82,0
1750981396.649175,80.29,0
1750981396.737718,79.87,0
1750981396.83569,75.54,0
1750981396.9277234,72.12,0
1750981397.01675,71.05,0
1750981397.1105232,69.34,0
1750981397.210672,68.19,0
1750981397.3116214,68.73,0
1750981397.404434,53.40,0
1750981397.4990954,48.89,0
1750981397.5996742,98.86,0
1750981397.695506,142.95,0
1750981397.7924736,150.24,0
1750981397.8906145,149.33,0
1750981397.989682,148.77,0
1750981398.0820208,148.17,0
1750981398.1831157,149.69,0
1750981398.279524,150.63,0
1750981398.3804402,147.87,0
1750981398.4737866,147.85,0
1750981398.5747452,146.58,0
1750981398.6756108,148.03,0
1750981398.7778924,152.05,0
1750981398.872515,151.65,0
1750981398.9684038,151.67,0
1750981399.0750222,151.43,0
1750981399.182464,151.28,0
1750981399.2854812,151.79,0
1750981399.3819523,151.48,0
1750981399.4825087,151.76,0
1750981399.5904472,151.34,0
1750981399.6877606,151.09,0
1750981399.7877257,150.38,0
1750981399.8898988,149.71,0
1750981399.9844234,147.88,0
1750981400.081249,147.07,0
