timestamp,angle,correct
1750985691.9593318,0.11,0
1750985692.5715714,87.86,0
1750985692.6657307,151.38,0
1750985692.7491124,116.19,0
1750985692.8444815,146.35,0
1750985692.9418635,162.73,0
1750985693.0356264,163.65,0
1750985693.1174808,125.18,0
1750985693.2083845,123.41,0
1750985693.2884247,120.25,0
1750985693.3795779,150.43,0
1750985693.461101,145.29,0
1750985693.5388784,148.80,0
1750985693.6199374,153.13,0
1750985693.6986153,153.89,0
1750985693.787328,171.48,0
1750985693.8552969,163.63,0
1750985693.9368002,123.46,0
1750985694.0165246,113.24,0
1750985694.0934644,60.10,0
1750985694.1853015,83.28,0
1750985694.2759166,81.07,0
1750985694.355766,59.91,0
1750985694.4365249,30.05,0
1750985694.5171914,4.44,0
1750985694.6001873,5.99,0
1750985694.6814091,55.92,0
1750985694.768297,115.02,0
1750985694.8516777,139.09,0
1750985694.93428,132.28,0
1750985695.0239227,127.34,0
1750985695.1326044,112.59,0
1750985695.2080197,88.05,0
1750985695.3667955,94.27,0
1750985695.447939,85.55,0
1750985695.5318928,101.68,0
1750985695.615451,91.21,0
1750985695.6963096,103.39,0
1750985695.7800772,106.78,0
1750985695.8616037,8.00,0
1750985695.9443083,13.38,0
1750985696.0266972,23.86,0
1750985696.1405597,1.42,0
1750985696.2645004,13.75,0
1750985696.38598,111.78,0
1750985696.485205,60.62,0
1750985696.5703838,73.12,0
1750985696.6518176,95.71,0
1750985696.7445762,86.28,0
1750985696.8262198,76.48,0
1750985696.9070048,71.78,0
1750985696.9923282,81.77,0
1750985697.0905418,60.06,0
1750985697.1744597,51.54,0
1750985697.2546196,80.95,0
1750985697.338371,170.27,0
1750985697.422086,133.10,0
1750985697.5045989,137.30,0
1750985697.5867467,174.46,0
1750985697.6755428,165.95,0
1750985697.7604609,162.05,0
1750985697.8411596,127.68,0
1750985699.7223809,132.40,0
1750985699.8054912,81.04,0
1750985699.89093,94.60,0
1750985699.966421,138.12,0
1750985700.063333,14.97,0
1750985700.1528642,49.28,0
1750985700.2446785,2.98,0
1750985700.3221545,49.53,0
1750985700.411405,37.10,0
1750985700.5006907,72.73,0
1750985700.5783396,146.33,0
1750985700.6601021,167.62,0
1750985700.7522092,142.33,0
1750985700.8293273,162.03,0
1750985700.9133,142.18,0
1750985701.0022297,178.10,0
1750985701.0955608,110.27,0
1750985701.1832502,40.60,0
1750985701.2782335,101.51,0
1750985701.3754478,122.46,0
1750985701.478857,129.51,0
1750985701.566759,155.01,0
1750985701.654648,140.50,0
1750985701.7431753,119.52,0
1750985701.8336737,97.42,0
1750985701.91176,68.92,0
1750985701.9932678,130.08,0
1750985702.0947185,129.11,0
