timestamp,angle,correct
1750985702.1876078,117.53,0
1750985702.2798357,119.99,0
1750985702.359032,107.72,0
1750985702.4431458,106.79,0
1750985702.536645,126.45,0
1750985702.6333935,112.99,0
1750985702.7207286,125.57,0
1750985702.810041,128.26,0
1750985702.8992677,143.77,0
1750985702.9878418,148.48,0
1750985703.0735047,144.93,0
1750985703.1624389,141.62,0
1750985703.24936,128.38,0
1750985703.333067,143.27,0
1750985703.4325132,64.71,0
1750985703.5102253,48.86,0
1750985703.5957527,109.41,0
1750985703.6811602,147.49,0
1750985703.7694082,144.58,0
1750985703.8647902,160.74,0
1750985703.948036,172.26,0
1750985704.027746,135.85,0
1750985704.1119294,120.97,0
1750985704.206958,47.62,0
1750985704.281793,91.94,0
1750985704.3800676,163.61,0
1750985704.4697287,171.77,0
1750985704.5630684,165.60,0
1750985704.6570337,143.12,0
1750985704.7546008,146.14,0
1750985704.8450396,148.95,0
1750985704.9398885,166.79,0
1750985705.024831,146.16,0
1750985705.1167648,158.07,0
1750985705.2066662,150.31,0
1750985705.297486,147.44,0
1750985705.3796732,146.31,0
1750985705.4709518,35.21,0
1750985705.5714982,11.45,0
1750985705.6570067,63.72,0
1750985705.7516565,10.34,0
1750985705.8383424,85.29,0
1750985705.9314132,78.46,0
1750985706.0326905,43.46,0
1750985706.1307402,168.91,0
1750985706.2267113,149.18,0
1750985706.318122,38.19,0
1750985706.4101639,34.96,0
1750985706.5120125,96.86,0
1750985706.5976255,129.78,0
1750985706.6834526,161.94,0
1750985706.7666905,139.81,0
1750985706.8520072,84.47,0
1750985706.9386954,75.64,0
1750985707.0244863,110.11,0
1750985707.1099095,103.28,0
1750985707.2010531,104.48,0
1750985707.2980628,82.75,0
1750985707.4009588,44.80,0
1750985707.4957948,4.82,0
1750985707.5859008,86.04,0
1750985707.686862,93.43,0
1750985707.7692876,84.94,0
1750985707.859187,67.72,0
1750985707.9473429,85.22,0
1750985708.0358756,98.54,0
1750985708.2615,136.23,0
1750985708.3443868,138.78,0
1750985708.4243464,138.90,0
1750985708.518176,137.94,0
1750985708.6106215,136.91,0
1750985708.699337,136.35,0
1750985708.7945366,138.61,0
1750985708.8822198,139.01,0
1750985708.9750023,138.88,0
1750985709.0671856,139.22,0
1750985709.1616251,140.76,0
1750985709.2560027,142.10,0
1750985709.3485134,141.70,0
1750985709.438524,140.46,0
1750985709.5247536,140.74,0
1750985709.623413,140.97,0
1750985709.6922085,141.11,0
1750985709.784397,140.65,0
1750985709.8757608,140.95,0
1750985709.9624193,139.69,0
1750985710.0496848,138.45,0
1750985710.1328654,138.01,0
1750985710.2290447,137.55,0
1750985710.3243446,135.34,0
1750985710.4083192,134.67,0
1750985710.490118,134.89,0
1750985710.5834959,136.73,0
1750985710.67541,137.44,0
1750985710.7614312,137.57,0
1750985710.846589,137.35,0
1750985710.937639,137.94,0
1750985711.0258236,138.20,0
1750985711.112415,138.13,0
1750985711.201326,137.60,0
1750985711.2909756,137.78,0
1750985711.3796318,138.06,0
1750985711.4610894,138.06,0
1750985711.5496535,138.48,0
1750985711.6481087,137.65,0
1750985711.7332249,138.85,0
1750985711.8267694,138.97,0
1750985711.916651,137.84,0
1750985712.0130641,138.21,0
1750985712.105494,138.05,0
1750985712.2032473,139.54,0
1750985712.2946324,144.18,0
1750985712.388031,151.02,0
1750985712.4761083,150.49,0
1750985712.5594056,150.92,0
1750985712.6530535,147.13,0
1750985712.7307782,147.72,0
1750985712.8172357,143.89,0
1750985712.9058323,100.71,0
1750985713.0055952,118.67,0
1750985713.094479,52.59,0
1750985713.1830559,121.10,0
1750985713.2733078,138.86,0
1750985713.4335487,62.60,0
1750985713.5245795,33.38,0
1750985713.6148102,91.47,0
1750985713.7053838,58.87,0
1750985713.7865827,59.38,0
1750985713.883086,66.48,0
1750985713.977947,144.03,0
1750985714.067342,149.47,0
1750985714.205602,149.05,0
1750985714.296465,154.18,0
1750985714.383007,142.86,0
1750985714.4716985,147.90,0
1750985714.5595882,147.44,0
1750985714.638308,154.46,0
1750985714.758133,148.39,0
1750985714.8557844,156.28,0
1750985714.9565783,152.63,0
1750985715.0409617,157.35,0
1750985715.1355462,154.79,0
1750985715.2253933,157.83,0
1750985715.3180692,173.00,0
1750985715.4119017,152.98,0
1750985715.504798,162.31,0
1750985721.8343873,137.41,0
1750985722.279836,155.05,0
1750985722.3782318,29.93,0
1750985722.4797153,56.75,0
1750985722.569398,16.05,0
1750985722.6535046,21.35,0
1750985722.7420938,144.68,0
1750985722.836793,170.42,0
1750985722.9204235,173.30,0
1750985722.9960144,176.33,0
1750985723.1776607,175.36,0
1750985723.270327,161.41,0
1750985723.3546379,132.35,0
1750985723.4375234,133.82,0
1750985723.5315943,143.33,0
1750985723.6101568,174.67,0
1750985723.694534,166.12,0
1750985723.7879837,173.02,0
1750985723.86655,161.58,0
1750985723.9515114,164.46,0
1750985724.0346363,145.10,0
1750985724.122901,136.26,0
1750985724.2062993,144.87,0
1750985724.2912593,147.05,0
1750985724.3745973,64.46,0
1750985724.4622061,102.71,0
1750985724.562911,110.20,0
1750985724.6512485,91.77,0
1750985724.7334218,89.11,0
1750985724.8226154,87.51,0
1750985724.9092536,87.53,0
1750985725.007196,84.12,0
1750985725.0925066,82.91,0
1750985725.1711984,82.51,0
1750985725.2591755,82.78,0
1750985725.3459816,81.92,0
1750985725.4332685,81.88,0
1750985725.520494,77.27,0
1750985725.6138694,71.06,0
1750985725.7044673,64.83,0
1750985725.7978303,62.14,0
1750985725.8935552,57.39,0
1750985725.9825215,52.78,0
1750985726.0653782,50.37,0
1750985726.1568584,46.02,0
1750985726.2393365,41.11,0
1750985726.3307095,35.19,0
1750985726.4164915,31.90,0
1750985726.5068114,29.07,0
1750985726.58916,27.96,0
1750985726.6744573,31.05,0
1750985726.7786236,58.50,0
1750985726.8560102,87.21,0
1750985726.9366994,118.96,0
1750985727.0264277,117.27,0
1750985727.1144226,129.10,0
1750985727.2021863,152.35,0
1750985727.281717,154.57,0
1750985727.3709085,157.52,0
1750985727.4611595,159.13,0
1750985727.5547678,157.00,0
1750985727.641617,158.09,0
1750985727.7209418,158.31,0
1750985727.8080485,160.37,0
1750985727.9003217,158.85,0
1750985727.989987,157.23,0
1750985728.0799477,154.14,0
1750985728.1645992,152.47,0
1750985728.2430813,139.52,0
1750985728.3235126,127.02,0
1750985728.4101374,123.58,0
1750985728.5193791,123.16,0
1750985728.6166432,116.09,0
1750985728.7002397,103.36,0
1750985728.7867627,100.25,0
1750985728.885739,81.64,0
1750985728.9755282,69.72,0
1750985729.0737393,65.52,0
1750985729.1656556,60.57,0
1750985729.257621,59.28,0
1750985729.3403678,56.89,0
1750985729.4317098,53.47,0
1750985729.522632,50.76,0
1750985729.6002524,51.45,0
1750985729.6857536,51.89,0
1750985729.7695599,52.05,0
1750985729.8559854,53.43,0
1750985729.9421806,54.54,0
1750985730.0260155,55.09,0
1750985730.1144443,65.91,0
1750985730.2163923,99.92,0
1750985730.3144557,109.07,0
1750985730.407914,109.07,0
1750985730.4947155,115.22,0
1750985730.582864,134.45,0
1750985730.7367182,137.52,0
1750985730.826783,140.74,0
1750985730.922569,142.90,0
1750985731.0128138,142.63,0
1750985731.2263548,145.87,0
1750985731.3057091,146.02,0
1750985731.396525,146.16,0
1750985731.4858549,147.93,0
1750985731.5722852,148.93,0
1750985731.652559,149.43,0
1750985731.7424278,149.59,0
1750985731.8377583,150.56,0
1750985731.9290648,154.24,0
1750985732.0175796,159.43,0
1750985732.1078954,159.51,0
1750985732.192007,160.11,0
1750985732.2765508,161.31,0
1750985732.3621335,166.07,0
1750985732.4489322,174.70,0
1750985732.5372894,173.84,0
1750985732.6181662,172.44,0
1750985732.7100177,174.42,0
1750985732.8059754,159.97,0
1750985738.0308893,168.81,0
1750985738.1179082,160.59,0
1750985738.2068424,166.67,0
1750985738.299827,165.02,0
1750985738.389794,171.52,0
1750985738.5007615,170.46,0
1750985738.594606,166.05,0
1750985738.6896532,164.77,0
1750985738.778444,164.70,0
1750985738.868418,168.32,0
1750985738.9662123,168.53,0
1750985739.1349087,166.95,0
1750985739.222341,167.55,0
1750985739.3059273,168.25,0
1750985739.3910027,170.42,0
1750985739.5619195,170.63,0
1750985739.6599982,170.57,0
1750985739.7529635,170.25,0
1750985739.8418584,169.84,0
1750985739.9326348,168.65,0
1750985740.0163927,166.59,0
1750985740.1097195,166.23,0
1750985740.1961277,161.78,0
1750985740.2796032,161.06,0
1750985740.3776915,159.67,0
1750985740.4602287,158.87,0
1750985740.5481598,156.20,0
1750985740.6252592,155.14,0
1750985740.7132854,155.24,0
1750985740.8092203,153.32,0
1750985740.9006262,152.11,0
1750985740.9915802,152.62,0
1750985741.0831935,150.96,0
1750985741.1569152,151.25,0
1750985741.2520165,149.22,0
1750985741.3345933,149.70,0
1750985741.4169955,150.81,0
1750985741.4985838,152.54,0
1750985741.5809093,153.74,0
1750985741.6766155,155.32,0
1750985741.7709427,156.02,0
1750985741.8603983,154.13,0
1750985741.9429393,155.69,0
1750985742.0243506,157.13,0
1750985742.1112773,157.08,0
1750985742.194659,157.38,0
1750985742.2926304,157.96,0
1750985742.3825634,158.01,0
1750985742.4830089,154.66,0
1750985742.5698452,155.61,0
1750985742.662949,167.19,0
1750985742.752937,138.36,0
1750985742.83962,153.04,0
1750985742.9255373,89.66,0
1750985743.0113056,120.65,0
1750985743.1100202,173.21,0
1750985743.1981335,172.88,0
1750985743.2917256,177.99,0
1750985743.3720613,175.64,0
1750985743.4589725,175.99,0
1750985743.5415092,176.38,0
1750985743.6280432,172.44,0
1750985743.7080865,170.63,0
1750985743.8103669,169.31,0
1750985743.8982935,169.88,0
1750985743.9885125,171.79,0
1750985744.071733,171.05,0
1750985744.1654882,173.68,0
1750985744.2682183,173.41,0
1750985744.353231,169.86,0
1750985744.441515,166.37,0
1750985744.528433,168.72,0
1750985744.6167574,172.09,0
1750985744.7106454,171.37,0
1750985744.8021739,170.14,0
1750985744.8925037,172.45,0
1750985744.9847913,167.14,0
1750985745.074694,166.56,0
1750985745.168726,168.10,0
1750985745.2577133,172.09,0
1750985745.344385,173.97,0
1750985745.4366992,179.75,0
1750985745.529255,175.24,0
1750985745.6282854,175.12,0
1750985745.7121885,174.98,0
1750985745.8001258,174.81,0
1750985745.89865,174.44,0
1750985745.997191,173.58,0
1750985746.0885,173.30,0
1750985746.1792433,176.52,0
1750985746.2680552,175.29,0
1750985746.356412,174.67,0
1750985746.4500535,177.10,0
1750985746.5422258,178.95,0
1750985746.6320913,178.42,0
1750985746.7230463,179.93,0
1750985746.814795,177.85,0
1750985746.9090998,170.96,0
1750985747.0033972,172.04,0
1750985747.0908537,175.27,0
1750985747.1826382,179.80,0
1750985747.2814023,179.14,0
1750985747.375257,173.88,0
1750985747.4731925,173.76,0
1750985747.5621521,175.41,0
1750985747.6511683,173.81,0
1750985747.7524207,174.02,0
1750985747.8468614,173.01,0
1750985747.9434228,172.16,0
1750985748.0342574,171.92,0
1750985748.129685,173.16,0
1750985748.214339,171.63,0
1750985748.2993681,171.65,0
1750985748.3953295,171.20,0
1750985748.4860132,171.32,0
1750985748.5815966,171.49,0
1750985748.6658654,174.34,0
1750985748.7551174,175.87,0
1750985748.8418026,179.99,0
1750985748.9270356,177.55,0
1750985749.0195487,177.53,0
1750985749.1090546,176.90,0
1750985749.2048993,169.14,0
1750985749.2915769,152.83,0
1750985749.3791423,150.92,0
1750985749.4718084,155.53,0
1750985749.553329,153.46,0
1750985749.6423957,153.85,0
1750985749.7308939,162.65,0
1750985749.8123293,168.05,0
1750985749.9012694,167.17,0
1750985749.9910374,155.49,0
1750985750.0884538,149.93,0
1750985750.1958091,157.32,0
1750985750.28074,159.01,0
1750985750.3654504,163.68,0
1750985750.4568787,152.69,0
1750985750.5471117,154.54,0
1750985750.6396472,158.49,0
1750985750.72586,157.49,0
1750985750.8193297,163.10,0
1750985750.9099002,161.61,0
1750985751.0024605,179.48,0
1750985751.0944235,159.97,0
1750985751.185114,151.20,0
1750985751.2792337,149.80,0
1750985751.360933,151.30,0
1750985751.449045,152.34,0
1750985751.5423553,150.63,0
1750985751.6358013,149.71,0
1750985751.7256627,147.72,0
1750985751.8119178,146.10,0
1750985751.905091,145.52,0
1750985751.9893265,142.95,0
1750985752.0803566,141.79,0
1750985752.170739,139.45,0
1750985752.271425,137.63,0
1750985752.3660104,133.67,0
1750985752.463319,129.21,0
1750985752.5701246,119.36,0
1750985752.6678858,112.88,0
1750985752.759967,110.12,0
1750985752.852782,114.11,0
1750985752.9571311,103.42,0
1750985753.046388,93.80,0
1750985753.1380484,73.78,0
1750985753.2331202,177.14,0
1750985753.3201528,84.10,0
1750985753.4109635,35.52,0
1750985753.5048904,23.68,0
1750985753.6177518,13.73,0
1750985753.7050457,17.85,0
1750985753.787924,30.60,0
1750985753.8997607,156.86,0
1750985753.9868288,155.62,0
1750985754.082746,150.00,0
1750985754.1728754,149.02,0
1750985754.2722228,145.55,0
1750985754.364373,142.40,0
1750985754.452298,141.95,0
1750985754.5344434,141.43,0
1750985754.6201682,142.09,0
1750985754.7066562,142.36,0
1750985754.7865303,139.58,0
1750985754.8715963,139.06,0
1750985754.9688325,138.68,0
1750985755.0635595,139.61,0
1750985755.1556828,144.32,0
1750985755.2989964,145.91,0
1750985755.3959846,144.35,0
1750985755.4846272,144.35,0
1750985755.5694284,144.54,0
1750985755.6613946,146.64,0
1750985755.7534082,144.08,0
1750985755.8409488,142.44,0
1750985755.9314835,143.31,0
1750985756.0222335,145.44,0
1750985756.1444058,145.75,0
1750985756.2205782,146.12,0
1750985756.2947438,147.19,0
1750985756.3753705,147.35,0
1750985756.4566157,146.64,0
1750985756.5418947,146.41,0
1750985756.624316,145.86,0
1750985756.7089925,145.40,0
1750985756.7948372,144.95,0
1750985756.879845,144.86,0
1750985756.9679728,146.06,0
1750985757.0547397,146.40,0
1750985757.1905868,146.91,0
1750985757.336023,146.80,0
1750985757.4702415,146.38,0
1750985757.5792708,145.97,0
1750985757.6872041,146.03,0
1750985757.7924776,145.91,0
1750985757.8910515,146.07,0
1750985757.9892902,145.58,0
1750985758.0869918,147.21,0
1750985758.1845582,148.03,0
1750985758.2823086,147.91,0
1750985758.3834038,146.02,0
1750985758.4820523,147.13,0
1750985758.5827353,147.36,0
1750985758.683403,147.98,0
1750985758.7822874,148.20,0
1750985758.878154,147.06,0
1750985758.9780583,146.36,0
1750985759.075544,145.00,0
1750985759.1723177,145.95,0
1750985759.2697315,145.74,0
1750985759.366554,146.06,0
1750985759.471451,146.65,0
1750985759.5671644,146.80,0
1750985759.6600869,147.69,0
1750985759.7528648,148.53,0
1750985759.8466687,148.37,0
1750985759.9421725,149.88,0
1750985760.0383246,147.48,0
1750985760.1320393,146.92,0
1750985760.2281525,150.17,0
1750985760.328481,150.41,0
1750985760.4267352,149.49,0
1750985760.5202634,148.99,0
1750985760.6123288,147.56,0
1750985760.7074826,148.10,0
1750985760.8009408,147.07,0
1750985760.8958805,146.83,0
1750985760.9903653,146.33,0
1750985761.0851858,148.05,0
1750985761.1794486,147.98,0
1750985761.2723181,148.15,0
1750985761.3673906,147.07,0
1750985761.4664924,150.18,0
1750985761.5636008,150.38,0
1750985761.6533668,149.82,0
1750985761.7475123,148.37,0
1750985761.842307,146.86,0
1750985761.9354315,148.29,0
1750985762.027447,148.53,0
1750985762.1291795,146.52,0
1750985762.2220566,145.96,0
1750985762.3100128,145.67,0
1750985762.4092178,144.48,0
1750985762.5009074,142.35,0
1750985762.5930598,141.90,0
1750985762.6867266,142.16,0
1750985762.7847848,141.73,0
1750985762.876743,139.69,0
1750985762.96888,139.17,0
1750985763.0599344,139.83,0
1750985763.1527388,141.04,0
1750985763.2543018,141.12,0
1750985763.3549545,140.34,0
1750985763.4566667,139.90,0
1750985763.5578578,139.93,0
1750985763.6458924,140.74,0
1750985763.7344625,143.24,0
1750985763.8365161,143.96,0
1750985763.9296873,144.26,0
1750985764.0216928,144.51,0
1750985764.1171625,142.09,0
1750985764.2161736,141.72,0
1750985764.3193738,140.11,0
1750985764.4133854,140.87,0
1750985764.5069215,141.10,0
1750985764.6036186,143.28,0
1750985764.6992333,143.23,0
1750985764.7946682,146.02,0
1750985764.8850904,145.87,0
1750985764.9879258,145.07,0
1750985765.0892456,146.53,0
1750985765.1931713,148.29,0
1750985765.283137,146.37,0
1750985765.3645976,149.37,0
1750985765.4554048,148.45,0
1750985765.5456157,148.35,0
1750985765.6306727,149.27,0
1750985765.731478,148.46,0
1750985765.826617,149.72,0
1750985765.9236946,158.65,0
1750985766.019631,153.77,0
1750985766.1270487,139.51,0
1750985766.2253604,146.67,0
1750985766.3219876,145.02,0
1750985766.4135175,135.84,0
1750985766.5104365,90.44,0
1750985766.6066716,30.42,0
1750985766.7120576,34.07,0
1750985766.8024483,35.09,0
1750985766.8977785,33.01,0
1750985766.9922738,125.75,0
1750985767.1187475,151.18,0
1750985767.2252445,134.68,0
1750985767.3168051,127.43,0
1750985767.402454,27.54,0
1750985767.4926195,136.45,0
1750985767.59054,142.56,0
1750985767.6878245,140.54,0
1750985767.7874112,145.92,0
1750985767.9077644,145.18,0
1750985768.008203,141.31,0
1750985768.104309,140.39,0
1750985768.2021317,140.36,0
1750985768.3232298,139.34,0
1750985768.4163027,140.18,0
1750985768.5055277,140.66,0
1750985768.5957325,136.97,0
1750985768.7430239,138.16,0
1750985768.8391764,140.93,0
1750985768.9287052,140.69,0
1750985769.016701,140.05,0
1750985769.1060026,138.16,0
1750985769.2003758,135.47,0
1750985769.3834522,135.58,0
1750985769.4791698,136.70,0
1750985769.5646954,138.06,0
1750985769.652791,134.79,0
1750985769.801015,135.91,0
1750985769.9014776,135.53,0
1750985769.9876578,135.58,0
1750985770.081001,134.36,0
1750985770.166905,133.28,0
1750985770.2500734,134.27,0
1750985770.354319,134.87,0
1750985770.4390981,139.74,0
1750985770.5177019,142.96,0
1750985770.6004016,142.90,0
1750985770.6876788,145.20,0
1750985770.7781012,145.50,0
1750985770.8650336,146.31,0
1750985770.946191,145.95,0
1750985771.0318701,145.50,0
1750985771.1228232,146.74,0
1750985771.2269769,147.19,0
1750985771.3109114,146.98,0
1750985771.3930068,147.00,0
1750985771.4876258,146.82,0
1750985771.5749645,148.08,0
1750985771.663025,148.49,0
1750985771.7574213,149.59,0
1750985771.8499546,149.50,0
1750985771.9429302,149.14,0
1750985772.0274124,150.00,0
1750985772.1205812,149.11,0
1750985772.2111578,148.25,0
1750985772.30446,147.18,0
1750985772.4082222,148.34,0
1750985772.504238,149.03,0
1750985772.604733,150.17,0
1750985772.6948059,152.02,0
1750985772.7889402,150.09,0
1750985772.8849063,149.43,0
1750985772.97797,148.58,0
1750985773.07269,146.79,0
1750985773.1657965,144.23,0
1750985773.2469006,143.97,0
1750985773.3446686,144.76,0
1750985773.4540048,144.00,0
1750985773.5595062,144.29,0
1750985773.6526723,144.76,0
1750985773.7446253,144.63,0
1750985773.8395882,144.96,0
1750985773.9452775,145.28,0
1750985774.040506,144.35,0
1750985774.130403,143.80,0
1750985774.226198,141.02,0
1750985774.314543,139.22,0
1750985774.4084225,139.24,0
1750985774.5057142,136.87,0
1750985774.5956106,136.28,0
1750985774.6830733,139.89,0
1750985774.7833703,139.76,0
1750985774.8768861,139.66,0
1750985774.9855013,138.15,0
1750985775.0606256,137.25,0
1750985775.1526334,138.17,0
1750985775.2343872,139.52,0
1750985775.3284163,138.82,0
1750985775.4073575,138.32,0
1750985775.492405,139.32,0
1750985775.5778408,142.17,0
1750985775.6668093,145.08,0
1750985775.745656,145.40,0
1750985775.8351882,145.01,0
1750985775.9356008,142.30,0
1750985776.034563,143.98,0
1750985776.1165876,146.68,0
1750985776.205489,149.61,0
1750985776.3078246,150.68,0
1750985776.4097168,148.71,0
1750985776.5123897,148.34,0
1750985776.6043026,146.16,0
1750985776.692828,146.29,0
1750985776.7818463,146.28,0
1750985776.877553,146.13,0
1750985776.9846475,144.24,0
1750985777.0714333,145.27,0
1750985777.1558273,145.57,0
1750985777.242311,144.98,0
1750985777.3263674,143.65,0
1750985777.4148848,143.51,0
1750985777.4993465,142.38,0
1750985777.5953076,140.74,0
1750985777.69005,146.47,0
1750985777.7955306,145.63,0
1750985777.8923082,144.16,0
1750985777.9914377,144.44,0
1750985778.0924883,145.86,0
1750985778.1966138,146.37,0
1750985778.2978086,144.70,0
1750985778.3992677,143.97,0
1750985778.4949856,143.46,0
1750985778.5924714,143.10,0
